month,day,year,date,prop_letter,ballot_subject,type_of_measure,description,pass_or_fail,vote_counts,percent_vote,percent_required_to_pass,measure_placed_on_ballot_by,pdf_available
December,10,1912,10-Dec-12,3,Establishment of Civil Service Commission,Charter Amendment,"The Mayor will appoint three persons as Civil Service Commissioners, who will constitute the Civil Service Commission.   Each of the Commissioners will receive an annual salary of $1200.  Supervisors will appropriate annually not less than $12,500 for the expenses of the Commission, and not less than $5,000 additional for the inspection service.",P,"Yes: 44,403  /  No: 30,522",Yes: 59.2%  /  No: 40.8%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,4,Elected City Officials,Charter Amendment,"All these officials will be elected by the people: Assessor - term of four years, annual salary $8000;  Coroner- term of four years,  also control the Morgue, annual salary of $5,000; Recorder - term of four years, annual salary $5,000; County Clerk  - term of four years, annual salary $5,000;  Sheriff  - term of four years, annual salary $8,000 exclusive of the compensation received for delivery of prisoners and the insane.",F,"Yes: 14,779  /  No: 58,153",Yes: 20.2%  /  No: 79.8%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,5,Fire Department Company Composition,Charter Amendment,"Relating to the composition and duty shifts of the following: Fire Engine Company, Truck Company, Combination Chemical Company, Chemical Company, Water Tower Company, Fire Boat Company, Monitor Battery.",F,"Yes: 33,644  /  No: 46,178",Yes: 42.1%  /  No: 57.9%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,6,Acquisition and Ownership of Public Utilities,Charter Amendment,"The Board of Supervisors is empowered to provide by ordinance for the acquisition, construction, extension or condemnation of any public utility and to meet the costs of such acquisition by either issuance of bonds, by a special tax levy or by a tax on assessed property to be used solely for the purpose of construction of public utilities.",F,"Yes: 20,719  /  No: 49,975",Yes: 29.3%  /  No: 70.7%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,7,"Regulations of Board of Elections Commissioners, Registrar of Voters and Deputy Registrar",Charter Amendment,"No Registrar, Deputy Registrar, or member of the Board will, during the term of office be a member of any convention, the purpose of which is to nominate candidates for office, nor hold any municipal office until one year after the end of the term; nor take part in any election except to vote, and when acting as Election Commissioner; nor act as officer of any election or primary election.",F,"Yes: 26,351  /  No: 44,551",Yes: 37.1%  /  No: 62.9%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,8,Elected City Officials,Charter Amendment,"All these officials will be elected by the people: Treasurer - term of four years, annual salary $5,000; Auditor- term of four years, annual salary $5,000;  Tax Collector  - term of two years until the eighth day of January 1914, thereafter, four years, annual salary $5,000; ""City Attorney"" - term of four years, annual salary $7,000.",F,"Yes: 5,855  /  No: 63,471",Yes: 8.4%  /  No: 91.6%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,9,Establishment of Department of Energy,Charter Amendment,Department of Electricity will have charge of the construction and maintenance of the Fire Alarm and Police Telegraph and Telephone Systems.,F,"Yes: 7,117  /  No: 62,296",Yes: 10.2%  /  No: 89.8%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,10,Chief of Police to Select Detectives,Charter Amendment,"Chief of Police to select detectives,  not to exceed one detective for each eighteen police officers. Chief to designate Captain of Detectives, annual salary,  $3,000; Lieutenant of Detectives, annual salary $2400; Detective Sergeants, annual salary $1800.",F,"Yes: 7,089  /  No: 63,246",Yes: 10.0%  /  No: 90.0%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,11,"Chief of Police, Duties and Responsibilities",Charter Amendment,"Chief of Police - appointed by Board of Police Commissioners for a term of four years, annual salary $6,000, have control of all members of Department, maintain and enforce law, control of City and County prisons.",F,"Yes: 5,430  /  No: 64,600",Yes: 10.1%  /  No: 89.9%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,12,City Expenses For Holiday Celebrations,Charter Amendment,"Establish limits on  the following holiday celebrations: National Independence - $2,500; Admission of the State of California into the Union - $1,000; Memorial Day - $500.",F,"Yes: 32,735  /  No: 38,024",Yes: 46.2%  /  No: 53.8%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,13,Appointed City Employees,Charter Amendment,"All persons appointed to office must be citizens of the United States, and must, during their employment, reside in the city and county, and must have resided for one year preceding their appointment.  Appointees whose duties are performed outside the city will not be subject to those requirements",P,"Yes: 41,215  /  No: 30,474",Yes: 57.4%  /  No: 42.6%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,14,City Indebtedness,Charter Amendment,"No indebtedness shall be incurred that, together with existing bonded indebtedness,  exceeds 15% (percent) of the assessed value of City and County property; provided that bonds-- issued for the Panama-Pacific Exposition and for the acquisition or construction of a water supply-- will be excluded when computing such existing bonded indebtedness.",F,"Yes: 15,656  /  No: 51,913",Yes: 23.1%  /  No: 76.9%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,15,"Property Tax Levy Date, Special Taxes",Charter Amendment,"On or before the first Monday of September of each year, the Board of Supervisors shall levy the amount of taxes for City purposes. A special tax may be levied for the following purposes: support of schools, construction of public buildings, acquisition of public utilities, acquisition of lands for city purposes, construction of tunnels, bridges and other permanent structures, repair of sewers, repair and maintenance of streets and for increases of salary or number of officials voted at any election.",F,"Yes: 13,039  /  No: 54,597",Yes: 16.1%  /  No: 83.9%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,16,Parks Tax,Charter Amendment,"The Board of Supervisors shall provide all necessary money for the maintenance, preservation and improvement of said parks, squares, avenues and grounds; annually levy a tax on all property in the City and County not exempt from taxation, not less than five cents nor more than ten cents for each on hundred dollars assessed valuation of property.",F,"Yes: 30,194  /  No: 38,627",Yes: 43.8%  /  No: 56.2%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,17,"Relief For Aged, Indigent and Infirm Volunteer Fire Department Fireman",Charter Amendment,"To allow a yearly sum, no greater than $7,500, for the relief of aged, indigent and infirm exempt firemen who served in the Volunteer Fire Department between the years of 1850 and 1866.",F,"Yes: 35,014  /  No: 35,216",Yes: 49.8%  /  No: 50.2%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,18,"Opening, Closing, Widening, Extending any Street, Lane, Alley, Etc.",Charter Amendment,"Board of Supervisors shall have the power to order the extending, widening, closing of any street, lane, alley, etc. in the city.",P,"Yes: 41,029  /  No: 28,379",Yes: 59.1%  /  No: 40.9%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,19,"Tunnels, Subways and Viaducts",Charter Amendment,"Board of Supervisors are empowered to order construction of and construct any tunnel, subway or viaduct, in, on, under or over any accepted or unaccepted open public street, avenue, lane, alley, place or court within the City or County.",P,"Yes: 38,873  /  No: 29,962",Yes: 56.8%  /  No: 43.2%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,20,"Improvement of Streets, Procedures and Expenses",Charter Amendment,The methods for improvement of streets and procedures for expenses relating to same shall not be deemed exclusive. The Board of Supervisors by a vote of not less than two-thirds of its members may by ordinance substitute any method or procedure or amend any method or procedure.,P,"Yes: 37,492  /  No: 30,840",Yes: 54.8%  /  No: 45.2%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,21,"Improvement of Streets, Bonded Indebtedness",Charter Amendment,"Bonded indebtedness may be incurred and bonds issued approved by the voters, for the purpose of improvement of streets or any other kind of public work provided that the aggregate amount shall not exceed the amount of $500,000.",P,"Yes: 37,955  /  No: 30,371",Yes: 55.7%  /  No: 44.3%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,22,"Relief Home Tract, Rancho San Miguel",Charter Amendment,"The Board of Supervisors may sell a portion of the Relief Home Tract not adapted to public use, being a portion of the Rancho San Miguel.  The proceeds arising from such sale shall be used exclusively for the purchase of other lands adjoining the Relief Home Tract",P,"Yes: 39,118  /  No: 29,472",Yes: 57.0%  /  No: 43.0%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,23,Qualification For Elected or Appointed Office,Charter Amendment,"No political, religious or partisan qualifications shall be required for election or appointment to any office under the City and County.  The right to hold any office or position shall not be limited by sex.",P,"Yes: 34,779  /  No: 31,856",Yes: 52.1%  /  No: 47.9%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,24,"City Attorney, Collection of Taxes",Charter Amendment,"The City Attorney shall commence and prosecute actions for the collection of taxes, by request of the Assessor or Tax Collector.",P,"Yes: 38,137  /  No: 28,905",Yes: 56.8%  /  No: 43.2%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,25,Election of Justice of the Peace,Charter Amendment,"Justices of the Peace shall have and exercise all the powers given them by the General Laws of the State.  They shall receive compensation and may appoint such clerks, deputies and employees prescribed by such General Laws.",F,"Yes: 30,500  /  No: 34,111",Yes: 47.2%  /  No: 52.8%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,26,"Police Commission, Police Relief and Pension Fund",Charter Amendment,"The Board of Police Commissioners shall out of the Police Relief and Pension Fund, provide for the family of any officer, member or employee of the Police Department who has been killed while performing his duty or injured while performing his duty and died within one year from the date of the injury.",P,"Yes: 36,062  /  No: 33,392",Yes: 51.9%  /  No: 48.1%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,27,Permits To Engage In Sale of Liquor,Charter Amendment,Shall permits to engage in the sale of liquor at retail be granted within the districts of San Francisco. A district is defined as embracing not less than fifty (50) city blocks and shall be so arranged that no established election precinct shall be divided and that such district shall be composed of a single parcel of contiguous property.,F,"Yes: 14,751  /  No: 64,139",Yes: 18.6%  /  No: 81.4%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,28,"Board of Police Commissioners, Members, Secretary, Meetings",Charter Amendment,"Board of Police Commissioners will consist of three members, who will be appointed by the Mayor, and each of whom will receive an annual salary of $1,200.  The Board will elect a President, whose term is one year, and will appoint a Secretary, who will receive an annual salary of $2,400.  The Board will hold weekly meetings; the Secretary is responsible for keeping minutes of the proceedings.",F,"Yes: 31,971  /  No: 36,310",Yes: 46.8%  /  No: 53.2%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,29,"Board of Police Commissioners, Vacations and Leaves of Absence",Charter Amendment,"Board of Police Commissioners is empowered to make rules and regulations concerning discipline, leaves of absence and vacations without loss of pay for Department employees, provided that the Department employees have been employed in the Department continuously for twelve  months, and that the vacations not exceed a period of fifteen days.",F,"Yes: 15,689  /  No: 51,931",Yes: 23.2%  /  No: 76.8%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,30,Bureau of Chief of Supplies,Charter Amendment,"Provide for and regulate the purchase, storage and distribution of all supplies for various offices and departments",P,"Yes: 35,542  /  No: 31,569",Yes: 52.9%  /  No: 47.1%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,31,"Board of Police Commissioners, Investigations, Hearings, Subpoenas",Charter Amendment,"The Board of Police Commissioners shall have the power to initiate and conduct investigations, subpoena witnesses and hear testimony relating to all matters concerning the affairs of the Police Department.",P,"Yes: 36,156  /  No: 31,275",Yes: 53.6%  /  No: 46.4%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,32,Substation For Fire Alarm and Police Telegraph and Telephone System in Jefferson Square,Charter Amendment,Board of Supervisors shall be empowered by ordinance to establish substation for fire alarm and police telegraph and telephone system in Jefferson Square.,P,"Yes: 38,787  /  No: 29,432",Yes: 56.8%  /  No: 43.2%,50%+1,Supervisors,December10_1912
December,10,1912,10-Dec-12,33,Department of Public Works shall be under the direction and management of the Director of Public Works.,Charter Amendment,"Provides that the Department of Public Works shall be under the direction and management of the Director of Public Works, who shall be appointed and hold office at the pleasure of the Mayor. The Director of Public Works shall be paid a salary to be fixed by the Board of Supervisors upon recommendation by the Mayor, not to exceed $15,000 a year. The Director of Works shall hold public meetings at least once a week, at which heads of bureaus shall be present, and advise concerning the work of the department. The Director of Works shall appoint a secretary at a salary of $250 a month.",F,"Yes: 27,956  /  No: 39,933",Yes: 41.1%  /  No: 58.9%,50%+1,NA,December10_1912
